# PharmaTrack AI - Test Logs
2026-05-18 23:22:59 | INST-D04 | PRESS | 4.0 | OK
2026-05-19 02:38:29 | INST-A01 | FLOW | 1.34 | OK
2026-05-19 02:38:59 | INST-B02 | PRESS | 4.28 | OK
2026-05-19 02:39:29 | INST-C03 | FLOW | 0.6 | OK
2026-05-19 02:39:59 | INST-B02 | TEMP | 163.41 | CRITICAL
2026-05-19 02:40:29 | INST-C03 | FLOW | 0.85 | OK
2026-05-19 02:40:59 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 02:41:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 02:41:59 | INST-B02 | FLOW | 2.19 | OK
2026-05-19 02:42:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 02:42:59 | INST-C03 | FLOW | 1.03 | OK
2026-05-19 02:43:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 02:43:59 | INST-A01 | TEMP | 31.25 | OK
2026-05-19 02:44:29 | INST-A01 | FLOW | 0.6 | OK
2026-05-19 02:44:59 | INST-C03 | FLOW | 26.23 | CRITICAL
2026-05-19 02:45:29 | INST-C03 | PRESS | 45.8 | CRITICAL
2026-05-19 02:45:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 02:46:29 | INST-C03 | TEMP | 19.5 | OK
2026-05-19 02:46:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 02:47:29 | INST-C03 | TEMP | 68.17 | OK
2026-05-19 02:47:59 | INST-C03 | FLOW | 0.41 | OK
2026-05-19 02:48:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 02:48:59 | INST-D04 | TEMP | 35.24 | OK
2026-05-19 02:49:29 | INST-D04 | PRESS | 36.58 | CRITICAL
2026-05-19 02:49:59 | INST-D04 | TEMP | 166.51 | CRITICAL
2026-05-19 02:50:29 | INST-D04 | FLOW | 0.62 | OK
2026-05-19 02:50:59 | INST-C03 | TEMP | 39.09 | OK
2026-05-19 02:51:29 | INST-D04 | TEMP | 25.29 | OK
2026-05-19 02:51:59 | INST-B02 | PRESS | 2.28 | OK
2026-05-19 02:52:29 | INST-D04 | TEMP | 17.31 | OK
2026-05-19 02:52:59 | INST-A01 | TEMP | 30.03 | OK
2026-05-19 02:53:29 | INST-B02 | FLOW | 1.76 | OK
2026-05-19 02:53:59 | INST-A01 | PRESS | 4.79 | OK
2026-05-19 02:54:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 02:54:59 | INST-A01 | TEMP | 75.85 | OK
2026-05-19 02:55:29 | INST-C03 | TEMP | 76.02 | OK
2026-05-19 02:55:59 | INST-D04 | PRESS | 1.52 | OK
2026-05-19 02:56:29 | INST-D04 | PRESS | 74.35 | CRITICAL
2026-05-19 02:56:59 | INST-D04 | PRESS | 2.59 | OK
2026-05-19 02:57:29 | INST-D04 | PRESS | 0.6 | CRITICAL
2026-05-19 02:57:59 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 02:58:29 | INST-C03 | FLOW | 1.94 | OK
2026-05-19 02:58:59 | INST-D04 | FLOW | 0.2 | CRITICAL
2026-05-19 02:59:29 | INST-B02 | PRESS | 1.32 | OK
2026-05-19 02:59:59 | INST-D04 | PRESS | 0.57 | OK
2026-05-19 03:00:29 | INST-A01 | PRESS | 2.45 | OK
2026-05-19 03:00:59 | INST-D04 | FLOW | 0.2 | OK
2026-05-19 03:01:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:01:59 | INST-C03 | PRESS | 2.89 | OK
2026-05-19 03:02:29 | INST-C03 | TEMP | 52.8 | OK
2026-05-19 03:02:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 03:03:29 | INST-B02 | FLOW | 1.41 | OK
2026-05-19 03:03:59 | INST-A01 | PRESS | 2.45 | OK
2026-05-19 03:04:29 | INST-A01 | FLOW | 1.8 | OK
2026-05-19 03:04:59 | INST-D04 | FLOW | 0.39 | OK
2026-05-19 03:05:29 | INST-B02 | FLOW | 0.61 | OK
2026-05-19 03:05:59 | INST-D04 | PRESS | 74.09 | CRITICAL
2026-05-19 03:06:29 | INST-B02 | TEMP | 65.52 | OK
2026-05-19 03:06:59 | INST-D04 | TEMP | 38.1 | OK
2026-05-19 03:07:29 | INST-A01 | PRESS | 72.59 | CRITICAL
2026-05-19 03:07:59 | INST-A01 | TEMP | 15.1 | CRITICAL
2026-05-19 03:08:29 | INST-D04 | PRESS | 1.02 | OK
2026-05-19 03:08:59 | INST-B02 | PRESS | 4.72 | OK
2026-05-19 03:09:29 | INST-D04 | PRESS | 2.57 | OK
2026-05-19 03:09:59 | INST-C03 | PRESS | 3.58 | OK
2026-05-19 03:10:29 | INST-B02 | TEMP | 35.93 | OK
2026-05-19 03:10:59 | INST-C03 | FLOW | 0.27 | OK
2026-05-19 03:11:29 | INST-B02 | TEMP | 66.27 | OK
2026-05-19 03:11:59 | INST-B02 | FLOW | 2.23 | OK
2026-05-19 03:12:29 | INST-A01 | PRESS | 4.13 | OK
2026-05-19 03:12:59 | INST-B02 | PRESS | 4.24 | OK
2026-05-19 03:13:29 | INST-B02 | PRESS | 0.6 | CRITICAL
2026-05-19 03:13:59 | INST-A01 | FLOW | 0.52 | OK
2026-05-19 03:14:29 | INST-C03 | PRESS | 0.91 | OK
2026-05-19 03:14:59 | INST-C03 | TEMP | 70.49 | OK
2026-05-19 03:15:29 | INST-B02 | TEMP | 83.25 | OK
2026-05-19 03:15:59 | INST-B02 | PRESS | 28.57 | CRITICAL
2026-05-19 03:16:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:16:59 | INST-C03 | FLOW | 59.27 | CRITICAL
2026-05-19 03:17:29 | INST-B02 | PRESS | 82.66 | CRITICAL
2026-05-19 03:17:59 | INST-D04 | TEMP | 30.42 | OK
2026-05-19 03:18:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 03:18:59 | INST-A01 | PRESS | 4.59 | OK
2026-05-19 03:19:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:19:59 | INST-A01 | FLOW | 0.56 | OK
2026-05-19 03:20:29 | INST-D04 | TEMP | 169.31 | CRITICAL
2026-05-19 03:20:59 | INST-B02 | TEMP | 53.51 | OK
2026-05-19 03:21:29 | INST-B02 | FLOW | 0.59 | OK
2026-05-19 03:21:59 | INST-B02 | PRESS | 4.72 | OK
2026-05-19 03:22:29 | INST-C03 | FLOW | 0.31 | OK
2026-05-19 03:22:59 | INST-B02 | FLOW | 0.23 | OK
2026-05-19 03:23:29 | INST-A01 | PRESS | 2.84 | OK
2026-05-19 03:23:59 | INST-B02 | FLOW | 2.42 | OK
2026-05-19 03:24:29 | INST-A01 | FLOW | 1.76 | OK
2026-05-19 03:24:59 | INST-C03 | PRESS | 1.19 | OK
2026-05-19 03:25:29 | INST-D04 | PRESS | 0.6 | OK
2026-05-19 03:25:59 | INST-A01 | TEMP | 31.06 | OK
2026-05-19 03:26:29 | INST-A01 | TEMP | 67.12 | OK
2026-05-19 03:26:59 | INST-B02 | TEMP | 15.1 | CRITICAL
2026-05-19 03:27:29 | INST-C03 | FLOW | 1.53 | OK
2026-05-19 03:27:59 | INST-D04 | PRESS | 1.71 | OK
2026-05-19 03:28:29 | INST-A01 | FLOW | 0.6 | OK
2026-05-19 03:28:59 | INST-D04 | FLOW | 1.8 | OK
2026-05-19 03:29:29 | INST-B02 | TEMP | 62.7 | OK
2026-05-19 03:29:59 | INST-C03 | TEMP | 34.91 | OK
2026-05-19 03:30:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 03:30:59 | INST-C03 | TEMP | 25.71 | OK
2026-05-19 03:31:29 | INST-C03 | PRESS | 3.03 | OK
2026-05-19 03:31:59 | INST-C03 | FLOW | 0.33 | OK
2026-05-19 03:32:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 03:32:59 | INST-A01 | FLOW | 1.73 | OK
2026-05-19 03:33:29 | INST-C03 | TEMP | 80.97 | OK
2026-05-19 03:33:59 | INST-D04 | FLOW | 0.73 | OK
2026-05-19 03:34:29 | INST-B02 | FLOW | 1.31 | OK
2026-05-19 03:34:59 | INST-A01 | FLOW | 1.87 | OK
2026-05-19 03:35:29 | INST-B02 | FLOW | 1.53 | OK
2026-05-19 03:35:59 | INST-D04 | TEMP | 55.45 | OK
2026-05-19 03:36:29 | INST-B02 | TEMP | 38.89 | OK
2026-05-19 03:36:59 | INST-C03 | PRESS | 2.89 | OK
2026-05-19 03:37:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 03:37:59 | INST-B02 | PRESS | 3.59 | OK
2026-05-19 03:38:29 | INST-B02 | TEMP | 184.19 | CRITICAL
2026-05-19 03:38:59 | INST-B02 | PRESS | 0.6 | CRITICAL
2026-05-19 03:39:29 | INST-D04 | FLOW | 2.05 | OK
2026-05-19 03:39:59 | INST-D04 | PRESS | 3.92 | OK
2026-05-19 03:40:29 | INST-C03 | TEMP | 32.44 | OK
2026-05-19 03:40:59 | INST-D04 | FLOW | 63.34 | CRITICAL
2026-05-19 03:41:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 03:41:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:42:29 | INST-B02 | PRESS | 1.09 | OK
2026-05-19 03:42:59 | INST-D04 | PRESS | 2.91 | OK
2026-05-19 03:43:29 | INST-B02 | TEMP | 44.05 | OK
2026-05-19 03:43:59 | INST-D04 | TEMP | 44.09 | OK
2026-05-19 03:44:29 | INST-C03 | PRESS | 84.63 | CRITICAL
2026-05-19 03:44:59 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 03:45:29 | INST-A01 | TEMP | 175.82 | CRITICAL
2026-05-19 03:45:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:46:29 | INST-A01 | TEMP | 17.49 | OK
2026-05-19 03:46:59 | INST-D04 | PRESS | 3.89 | OK
2026-05-19 03:47:29 | INST-A01 | FLOW | 2.48 | OK
2026-05-19 03:47:59 | INST-C03 | FLOW | 1.52 | OK
2026-05-19 03:48:29 | INST-D04 | PRESS | 4.67 | OK
2026-05-19 03:48:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 03:49:29 | INST-C03 | TEMP | 61.55 | OK
2026-05-19 03:49:59 | INST-C03 | TEMP | 30.18 | OK
2026-05-19 03:50:29 | INST-A01 | FLOW | 0.62 | OK
2026-05-19 03:50:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 03:51:29 | INST-A01 | TEMP | 67.73 | OK
2026-05-19 03:51:59 | INST-D04 | PRESS | 2.67 | OK
2026-05-19 03:52:29 | INST-D04 | FLOW | 2.19 | OK
2026-05-19 03:52:59 | INST-C03 | TEMP | 60.6 | OK
2026-05-19 03:53:29 | INST-A01 | TEMP | 70.38 | OK
2026-05-19 03:53:59 | INST-A01 | PRESS | 4.61 | OK
2026-05-19 03:54:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 03:54:59 | INST-B02 | TEMP | 15.67 | OK
2026-05-19 03:55:29 | INST-D04 | FLOW | 1.67 | OK
2026-05-19 03:55:59 | INST-B02 | TEMP | 51.56 | OK
2026-05-19 03:56:29 | INST-A01 | FLOW | 0.66 | OK
2026-05-19 03:56:59 | INST-D04 | FLOW | 2.31 | OK
2026-05-19 03:57:29 | INST-B02 | TEMP | 84.63 | OK
2026-05-19 03:57:59 | INST-A01 | TEMP | 32.28 | OK
2026-05-19 03:58:29 | INST-A01 | TEMP | 38.57 | OK
2026-05-19 03:58:59 | INST-A01 | TEMP | 66.7 | OK
2026-05-19 03:59:29 | INST-A01 | TEMP | 75.33 | OK
2026-05-19 03:59:59 | INST-C03 | TEMP | 73.01 | OK
2026-05-19 04:00:29 | INST-A01 | FLOW | 0.91 | OK
2026-05-19 04:00:59 | INST-B02 | TEMP | 16.32 | OK
2026-05-19 04:01:29 | INST-C03 | PRESS | 4.28 | OK
2026-05-19 04:01:59 | INST-D04 | FLOW | 0.68 | OK
2026-05-19 04:02:29 | INST-B02 | PRESS | 1.65 | OK
2026-05-19 04:02:59 | INST-D04 | TEMP | 72.4 | OK
2026-05-19 04:03:29 | INST-A01 | TEMP | 72.38 | OK
2026-05-19 04:03:59 | INST-D04 | PRESS | 4.7 | OK
2026-05-19 04:04:29 | INST-D04 | FLOW | 1.21 | OK
2026-05-19 04:04:59 | INST-D04 | PRESS | 1.12 | OK
2026-05-19 04:05:29 | INST-C03 | FLOW | 1.57 | OK
2026-05-19 04:05:59 | INST-A01 | PRESS | 2.79 | OK
2026-05-19 04:06:29 | INST-B02 | FLOW | 0.2 | CRITICAL
2026-05-19 04:06:59 | INST-C03 | FLOW | 1.67 | OK
2026-05-19 04:07:29 | INST-A01 | FLOW | 0.73 | OK
2026-05-19 04:07:59 | INST-C03 | TEMP | 24.32 | OK
2026-05-19 04:08:29 | INST-C03 | FLOW | 69.08 | CRITICAL
2026-05-19 04:08:59 | INST-C03 | PRESS | 2.71 | OK
2026-05-19 04:09:29 | INST-C03 | PRESS | 0.6 | CRITICAL
2026-05-19 04:09:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 04:10:29 | INST-D04 | FLOW | 1.9 | OK
2026-05-19 04:10:59 | INST-A01 | FLOW | 0.92 | OK
2026-05-19 04:11:29 | INST-B02 | TEMP | 62.85 | OK
2026-05-19 04:11:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 04:12:29 | INST-B02 | PRESS | 101.01 | CRITICAL
2026-05-19 04:12:59 | INST-B02 | PRESS | 65.65 | CRITICAL
2026-05-19 04:13:29 | INST-D04 | PRESS | 3.09 | OK
2026-05-19 04:13:59 | INST-C03 | FLOW | 0.2 | CRITICAL
2026-05-19 04:14:29 | INST-A01 | FLOW | 100.28 | CRITICAL
2026-05-19 04:14:59 | INST-C03 | TEMP | 17.04 | OK
2026-05-19 04:15:29 | INST-B02 | PRESS | 1.64 | OK
2026-05-19 04:15:59 | INST-A01 | PRESS | 2.43 | OK
2026-05-19 04:16:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 04:16:59 | INST-B02 | PRESS | 73.57 | CRITICAL
2026-05-19 04:17:29 | INST-D04 | TEMP | 23.17 | OK
2026-05-19 04:17:59 | INST-C03 | PRESS | 2.76 | OK
2026-05-19 04:18:29 | INST-D04 | TEMP | 65.49 | OK
2026-05-19 04:18:59 | INST-C03 | FLOW | 1.13 | OK
2026-05-19 04:19:29 | INST-A01 | PRESS | 2.22 | OK
2026-05-19 04:19:59 | INST-C03 | FLOW | 0.63 | OK
2026-05-19 04:20:29 | INST-C03 | PRESS | 16.31 | CRITICAL
2026-05-19 04:20:59 | INST-D04 | PRESS | 1.61 | OK
2026-05-19 04:21:29 | INST-A01 | PRESS | 2.78 | OK
2026-05-19 04:21:59 | INST-A01 | PRESS | 0.6 | CRITICAL
2026-05-19 04:22:29 | INST-D04 | PRESS | 3.76 | OK
2026-05-19 04:22:59 | INST-C03 | TEMP | 21.19 | OK
2026-05-19 04:23:29 | INST-D04 | FLOW | 0.4 | OK
2026-05-19 04:23:59 | INST-C03 | FLOW | 1.14 | OK
2026-05-19 04:24:29 | INST-B02 | TEMP | 23.99 | OK
2026-05-19 04:24:59 | INST-C03 | FLOW | 23.8 | CRITICAL
2026-05-19 04:25:29 | INST-D04 | PRESS | 3.47 | OK
2026-05-19 04:25:59 | INST-A01 | PRESS | 40.93 | CRITICAL
2026-05-19 04:26:29 | INST-D04 | TEMP | 29.97 | OK
2026-05-19 04:26:59 | INST-B02 | PRESS | 1.39 | OK
2026-05-19 04:27:29 | INST-D04 | FLOW | 2.31 | OK
2026-05-19 04:27:59 | INST-A01 | TEMP | 84.5 | OK
2026-05-19 04:28:29 | INST-B02 | FLOW | 0.47 | OK
2026-05-19 04:28:59 | INST-D04 | FLOW | 2.25 | OK
2026-05-19 04:29:29 | INST-D04 | FLOW | 0.73 | OK
2026-05-19 04:29:59 | INST-D04 | FLOW | 1.75 | OK
2026-05-19 04:30:29 | INST-A01 | PRESS | 1.47 | OK
2026-05-19 04:30:59 | INST-A01 | FLOW | 23.68 | CRITICAL
2026-05-19 04:31:29 | INST-C03 | FLOW | 1.37 | OK
2026-05-19 04:31:59 | INST-B02 | FLOW | 1.24 | OK
2026-05-19 04:32:29 | INST-A01 | TEMP | 40.4 | OK
2026-05-19 04:32:59 | INST-B02 | FLOW | 89.53 | CRITICAL
2026-05-19 04:33:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 04:33:59 | INST-C03 | PRESS | 0.62 | OK
2026-05-19 04:34:29 | INST-D04 | PRESS | 2.74 | OK
2026-05-19 04:34:59 | INST-D04 | FLOW | 0.96 | OK
2026-05-19 04:35:29 | INST-C03 | TEMP | 68.23 | OK
2026-05-19 04:35:59 | INST-A01 | FLOW | 0.47 | OK
2026-05-19 04:36:29 | INST-B02 | PRESS | 0.92 | OK
2026-05-19 04:36:59 | INST-D04 | FLOW | 0.43 | OK
2026-05-19 04:37:29 | INST-D04 | TEMP | 15.09 | OK
2026-05-19 04:37:59 | INST-D04 | TEMP | 63.77 | OK
2026-05-19 04:38:29 | INST-A01 | FLOW | 1.29 | OK
2026-05-19 04:38:59 | INST-B02 | TEMP | 39.34 | OK
2026-05-19 04:39:29 | INST-C03 | PRESS | 2.66 | OK
2026-05-19 04:39:59 | INST-C03 | FLOW | 0.71 | OK
2026-05-19 04:40:29 Critical Failure on INST-C03 without pipe splitting
2026-05-19 04:40:59 | INST-A01 | TEMP | 77.54 | OK
2026-05-19 04:41:29 | INST-A01 | TEMP | 38.23 | OK
2026-05-19 04:41:59 | INST-D04 | FLOW | 1.51 | OK
2026-05-19 04:42:29 | INST-B02 | PRESS | 0.6 | CRITICAL
2026-05-19 04:42:59 | INST-D04 | PRESS | 4.07 | OK
2026-05-19 04:43:29 | INST-A01 | FLOW | 2.01 | OK
2026-05-19 04:43:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 04:44:29 | INST-C03 | FLOW | 0.63 | OK
2026-05-19 04:44:59 Critical Failure on INST-D04 without pipe splitting
2026-05-19 04:45:29 | INST-D04 | FLOW | 33.57 | CRITICAL
2026-05-19 04:45:59 | INST-D04 | PRESS | 3.87 | OK
2026-05-19 04:46:29 | INST-B02 | PRESS | 0.68 | OK
2026-05-19 04:46:59 | INST-B02 | PRESS | 4.32 | OK
2026-05-19 04:47:29 | INST-C03 | TEMP | 182.41 | CRITICAL
2026-05-19 04:47:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 04:48:29 | INST-B02 | FLOW | 1.43 | OK
2026-05-19 04:48:59 | INST-C03 | FLOW | 1.87 | OK
2026-05-19 04:49:29 | INST-C03 | PRESS | 3.35 | OK
2026-05-19 04:49:59 | INST-D04 | PRESS | 1.08 | OK
2026-05-19 04:50:29 | INST-B02 | TEMP | 37.41 | OK
2026-05-19 04:50:59 | INST-A01 | FLOW | 1.04 | OK
2026-05-19 04:51:29 | INST-D04 | TEMP | 81.97 | OK
2026-05-19 04:51:59 | INST-D04 | FLOW | 0.79 | OK
2026-05-19 04:52:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 04:52:59 | INST-A01 | FLOW | 0.99 | OK
2026-05-19 04:53:29 | INST-A01 | FLOW | 2.23 | OK
2026-05-19 04:53:59 | INST-D04 | TEMP | 58.93 | OK
2026-05-19 04:54:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 04:54:59 | INST-D04 | TEMP | 56.39 | OK
2026-05-19 04:55:29 | INST-D04 | FLOW | 1.91 | OK
2026-05-19 04:55:59 | INST-B02 | TEMP | 101.05 | CRITICAL
2026-05-19 04:56:29 | INST-D04 | TEMP | 15.1 | CRITICAL
2026-05-19 04:56:59 | INST-A01 | PRESS | 2.09 | OK
2026-05-19 04:57:29 | INST-C03 | FLOW | 0.78 | OK
2026-05-19 04:57:59 | INST-C03 | TEMP | 22.25 | OK
2026-05-19 04:58:29 | INST-A01 | TEMP | 41.83 | OK
2026-05-19 04:58:59 | INST-B02 | FLOW | 85.77 | CRITICAL
2026-05-19 04:59:29 | INST-C03 | FLOW | 0.2 | CRITICAL
2026-05-19 04:59:59 | INST-C03 | PRESS | 1.5 | OK
2026-05-19 05:00:29 | INST-C03 | FLOW | 2.32 | OK
2026-05-19 05:00:59 | INST-A01 | TEMP | 66.34 | OK
2026-05-19 05:01:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 05:01:59 | INST-B02 | PRESS | 2.77 | OK
2026-05-19 05:02:29 | INST-D04 | PRESS | 3.9 | OK
2026-05-19 05:02:59 | INST-B02 | FLOW | 0.79 | OK
2026-05-19 05:03:29 | INST-A01 | PRESS | 0.93 | OK
2026-05-19 05:03:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 05:04:29 | INST-C03 | PRESS | 2.27 | OK
2026-05-19 05:04:59 | INST-A01 | FLOW | 0.6 | OK
2026-05-19 05:05:29 | INST-B02 | PRESS | 2.57 | OK
2026-05-19 05:05:59 | INST-B02 | PRESS | 0.6 | CRITICAL
2026-05-19 05:06:29 | INST-A01 | PRESS | 2.8 | OK
2026-05-19 05:06:59 | INST-C03 | FLOW | 34.08 | CRITICAL
2026-05-19 05:07:29 | INST-B02 | PRESS | 4.3 | OK
2026-05-19 05:07:59 | INST-D04 | PRESS | 4.94 | OK
2026-05-19 05:08:29 | INST-A01 | TEMP | 113.33 | CRITICAL
2026-05-19 05:08:59 | INST-D04 | PRESS | 1.24 | OK
2026-05-19 05:09:29 | INST-C03 | FLOW | 0.16 | OK
2026-05-19 05:09:59 | INST-B02 | TEMP | 32.11 | OK
2026-05-19 05:10:29 | INST-B02 | TEMP | 47.61 | OK
2026-05-19 05:10:59 | INST-B02 | FLOW | 1.27 | OK
2026-05-19 05:11:29 | INST-C03 | PRESS | 47.08 | CRITICAL
2026-05-19 05:11:59 | INST-C03 | FLOW | 0.95 | OK
2026-05-19 05:12:29 | INST-D04 | TEMP | 48.06 | OK
2026-05-19 05:12:59 | INST-A01 | TEMP | 38.08 | OK
2026-05-19 05:13:29 | INST-A01 | FLOW | 1.46 | OK
2026-05-19 05:13:59 | INST-A01 | TEMP | 147.45 | CRITICAL
2026-05-19 05:14:29 | INST-B02 | TEMP | 120.68 | CRITICAL
2026-05-19 05:14:59 | INST-A01 | FLOW | 0.75 | OK
2026-05-19 05:15:29 | INST-B02 | FLOW | 54.09 | CRITICAL
2026-05-19 05:15:59 | INST-A01 | PRESS | 3.87 | OK
2026-05-19 05:16:29 | INST-B02 | FLOW | 0.38 | OK
2026-05-19 05:16:59 | INST-A01 | PRESS | 41.88 | CRITICAL
2026-05-19 05:17:29 | INST-D04 | PRESS | 4.24 | OK
2026-05-19 05:17:59 | INST-B02 | TEMP | 17.45 | OK
2026-05-19 05:18:29 | INST-A01 | PRESS | 4.5 | OK
2026-05-19 05:18:59 | INST-B02 | FLOW | 100.24 | CRITICAL
2026-05-19 05:19:29 | INST-B02 | FLOW | 0.14 | OK
2026-05-19 05:19:59 | INST-D04 | TEMP | 37.76 | OK
2026-05-19 05:20:29 | INST-D04 | TEMP | 44.59 | OK
2026-05-19 05:20:59 Critical Failure on INST-A01 without pipe splitting
2026-05-19 05:21:29 | INST-D04 | FLOW | 2.23 | OK
2026-05-19 05:21:59 | INST-A01 | FLOW | 0.43 | OK
2026-05-19 05:22:29 | INST-C03 | FLOW | 1.28 | OK
2026-05-19 05:22:59 | INST-B02 | FLOW | 1.88 | OK
2026-05-19 05:23:29 | INST-C03 | TEMP | 38.66 | OK
2026-05-19 05:23:59 | INST-A01 | PRESS | 2.34 | OK
2026-05-19 05:24:29 | INST-C03 | PRESS | 3.71 | OK
2026-05-19 05:24:59 | INST-A01 | FLOW | 0.88 | OK
2026-05-19 05:25:29 | INST-A01 | FLOW | 0.8 | OK
2026-05-19 05:25:59 | INST-C03 | FLOW | 2.4 | OK
2026-05-19 05:26:29 | INST-C03 | TEMP | 76.57 | OK
2026-05-19 05:26:59 | INST-A01 | PRESS | 1.01 | OK
2026-05-19 05:27:29 | INST-A01 | FLOW | 0.2 | CRITICAL
2026-05-19 05:27:59 | INST-C03 | PRESS | 2.36 | OK
2026-05-19 05:28:29 | INST-A01 | FLOW | 1.54 | OK
2026-05-19 05:28:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 05:29:29 | INST-B02 | FLOW | 1.18 | OK
2026-05-19 05:29:59 | INST-D04 | TEMP | 35.03 | OK
2026-05-19 05:30:29 | INST-A01 | TEMP | 43.8 | OK
2026-05-19 05:30:59 | INST-C03 | TEMP | 23.46 | OK
2026-05-19 05:31:29 | INST-C03 | TEMP | 65.92 | OK
2026-05-19 05:31:59 | INST-A01 | FLOW | 1.2 | OK
2026-05-19 05:32:29 | INST-B02 | PRESS | 1.16 | OK
2026-05-19 05:32:59 | INST-B02 | TEMP | 55.85 | OK
2026-05-19 05:33:29 | INST-D04 | PRESS | 0.73 | OK
2026-05-19 05:33:59 | INST-C03 | FLOW | 0.84 | OK
2026-05-19 05:34:29 | INST-C03 | PRESS | 4.77 | OK
2026-05-19 05:34:59 | INST-D04 | TEMP | 129.04 | CRITICAL
2026-05-19 05:35:29 | INST-C03 | PRESS | 3.05 | OK
2026-05-19 05:35:59 | INST-D04 | FLOW | 1.77 | OK
2026-05-19 05:36:29 | INST-D04 | TEMP | 75.32 | OK
2026-05-19 05:36:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 05:37:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 05:37:59 | INST-D04 | TEMP | 25.41 | OK
2026-05-19 05:38:29 Critical Failure on INST-B02 without pipe splitting
2026-05-19 05:38:59 Critical Failure on INST-B02 without pipe splitting
2026-05-19 05:39:29 | INST-A01 | PRESS | 2.28 | OK
2026-05-19 05:39:59 | INST-A01 | PRESS | 1.01 | OK
2026-05-19 05:40:29 | INST-A01 | FLOW | 1.71 | OK
2026-05-19 05:40:59 | INST-A01 | TEMP | 66.98 | OK
2026-05-19 05:41:29 | INST-B02 | TEMP | 160.74 | CRITICAL
2026-05-19 05:41:59 | INST-A01 | FLOW | 44.93 | CRITICAL
2026-05-19 05:42:29 | INST-A01 | TEMP | 55.91 | OK
2026-05-19 05:42:59 | INST-B02 | PRESS | 3.88 | OK
2026-05-19 05:43:29 | INST-A01 | FLOW | 1.15 | OK
2026-05-19 05:43:59 | INST-B02 | TEMP | 171.58 | CRITICAL
2026-05-19 05:44:29 | INST-B02 | TEMP | 65.34 | OK
2026-05-19 05:44:59 Critical Failure on INST-C03 without pipe splitting
2026-05-19 05:45:29 | INST-D04 | PRESS | 0.6 | CRITICAL
2026-05-19 05:45:59 | INST-B02 | FLOW | 0.85 | OK
2026-05-19 05:46:29 | INST-D04 | FLOW | 2.44 | OK
2026-05-19 05:46:59 | INST-B02 | TEMP | 49.73 | OK
2026-05-19 05:47:29 | INST-B02 | PRESS | 1.61 | OK
2026-05-19 05:47:59 | INST-B02 | FLOW | 0.9 | OK
2026-05-19 05:48:29 Critical Failure on INST-D04 without pipe splitting
2026-05-19 05:48:59 | INST-C03 | PRESS | 0.6 | CRITICAL
2026-05-19 05:49:29 | INST-A01 | TEMP | 52.27 | OK
2026-05-19 05:49:59 | INST-B02 | TEMP | 81.61 | OK
2026-05-19 05:50:29 | INST-D04 | TEMP | 39.32 | OK
2026-05-19 05:50:59 | INST-A01 | TEMP | 177.08 | CRITICAL
2026-05-19 05:51:29 | INST-B02 | FLOW | 1.93 | OK
2026-05-19 05:51:59 | INST-D04 | PRESS | 2.56 | OK
2026-05-19 05:52:29 Critical Failure on INST-A01 without pipe splitting
2026-05-19 05:52:59 | INST-D04 | PRESS | 3.04 | OK
2026-05-19 05:53:29 | INST-A01 | TEMP | 30.32 | OK
2026-05-19 05:53:59 Critical Failure on INST-B02 without pipe splitting
